Chromosome	Ensembl ID	Gene Symbol	Strand
3	ENSMUSG00000015711	Prune1	-1
3	ENSMUSG00000038712	Mindy1	1
3	ENSMUSG00000015702	Anxa9	-1
3	ENSMUSG00000093424	6330562C20Rik	-1
3	ENSMUSG00000015714	Cers2	1
3	ENSMUSG00000015697	Setdb1	-1
3	ENSMUSG00000103900	Gm37500	1
3	ENSMUSG00000105734	4930558C23Rik	-1
3	ENSMUSG00000096177	Gm5070	-1
3	ENSMUSG00000104646	Gm9173	-1
3	ENSMUSG00000097532	Gm4349	1
3	ENSMUSG00000015522	Arnt	1
3	ENSMUSG00000105395	Gm42672	1
3	ENSMUSG00000028111	Ctsk	1
3	ENSMUSG00000038642	Ctss	1
3	ENSMUSG00000083822	Hmgb1-ps5	1
3	ENSMUSG00000028109	Hormad1	1
3	ENSMUSG00000046519	Golph3l	1
3	ENSMUSG00000105460	Gm42671	1
3	ENSMUSG00000060438	Rps10-ps1	1
3	ENSMUSG00000038619	Ensa	1
3	ENSMUSG00000106383	E330034L11Rik	1
3	ENSMUSG00000038612	Mcl1	1
3	ENSMUSG00000015850	Adamtsl4	-1
3	ENSMUSG00000028108	Ecm1	-1
3	ENSMUSG00000028107	Tars2	-1
3	ENSMUSG00000028106	Rprd2	-1
3	ENSMUSG00000104967	Gm43436	1
3	ENSMUSG00000089493	Gm26361	-1
3	ENSMUSG00000105093	Gm17815	1
3	ENSMUSG00000015748	Prpf3	-1
3	ENSMUSG00000097189	Gm26594	1
3	ENSMUSG00000054312	Mrps21	-1
3	ENSMUSG00000080727	C920021L13Rik	1
3	ENSMUSG00000038550	Ciart	-1
3	ENSMUSG00000038543	BC028528	-1
3	ENSMUSG00000015750	Aph1a	1
3	ENSMUSG00000038526	Car14	-1
3	ENSMUSG00000015749	Anp32e	1
3	ENSMUSG00000106262	Gm43375	1
3	ENSMUSG00000106640	Gm20940	-1
3	ENSMUSG00000015745	Plekho1	-1
3	ENSMUSG00000015747	Vps45	-1
3	ENSMUSG00000038495	Otud7b	1
3	ENSMUSG00000045934	Mtmr11	1
3	ENSMUSG00000097204	Gm17690	-1
3	ENSMUSG00000068856	Sf3b4	1
3	ENSMUSG00000084686	Gm22027	1
3	ENSMUSG00000038486	Sv2a	1
3	ENSMUSG00000015943	Bola1	-1
3	ENSMUSG00000086556	Gm15444	-1
3	ENSMUSG00000063689	Hist2h2ab	1
3	ENSMUSG00000068855	Hist2h2ac	-1
3	ENSMUSG00000106431	Gm44492	1
3	ENSMUSG00000068854	Hist2h2be	1
3	ENSMUSG00000081058	Hist2h3c2	-1
3	ENSMUSG00000093577	Gm20632	1
3	ENSMUSG00000063954	Hist2h2aa2	-1
3	ENSMUSG00000093553	Gm20633	-1
3	ENSMUSG00000093507	Gm20627	-1
3	ENSMUSG00000091405	Hist2h4	-1
3	ENSMUSG00000103940	Gm38227	1
3	ENSMUSG00000093656	Gm20628	-1
3	ENSMUSG00000074403	Hist2h3b	1
3	ENSMUSG00000050936	Gm42743	1
3	ENSMUSG00000105827	Hist2h2bb	1
3	ENSMUSG00000015947	Fcgr1	-1
3	ENSMUSG00000095701	Gm24830	1
3	ENSMUSG00000097851	Platr30	1
3	ENSMUSG00000097420	Gm17575	-1
3	ENSMUSG00000097539	4930477E14Rik	-1
3	ENSMUSG00000097299	Gm26654	1
3	ENSMUSG00000097041	Pafah1b1-ps1	-1
3	ENSMUSG00000095836	Gm21960	-1
3	ENSMUSG00000064796	Terc	-1
3	ENSMUSG00000095513	Gm24136	1
3	ENSMUSG00000046317	BC107364	-1
3	ENSMUSG00000104642	Gm9207	-1
3	ENSMUSG00000106641	Gm43534	-1
3	ENSMUSG00000038403	Hfe2	1
3	ENSMUSG00000074398	Gm15441	-1
3	ENSMUSG00000038393	Txnip	1
3	ENSMUSG00000087610	Gm16253	1
3	ENSMUSG00000028104	Polr3gl	-1
3	ENSMUSG00000049097	Ankrd34a	1
3	ENSMUSG00000049288	Lix1l	1
3	ENSMUSG00000045327	6330549D23Rik	-1
3	ENSMUSG00000038374	Rbm8a	1
3	ENSMUSG00000028102	Pex11b	1
3	ENSMUSG00000106447	Gm42957	1
3	ENSMUSG00000090210	Itga10	1
3	ENSMUSG00000105144	Rpl21-ps11	-1
3	ENSMUSG00000038354	Ankrd35	1
3	ENSMUSG00000028101	Pias3	1
3	ENSMUSG00000028100	Nudt17	-1
3	ENSMUSG00000028099	Polr3c	-1
3	ENSMUSG00000065669	Gm22581	-1
3	ENSMUSG00000104795	Gm42783	-1
3	ENSMUSG00000028098	Rnf115	1
3	ENSMUSG00000105976	Gm42782	1
3	ENSMUSG00000038304	Cd160	-1
3	ENSMUSG00000038298	Pdzk1	1
3	ENSMUSG00000028096	Gpr89	-1
3	ENSMUSG00000057123	Gja5	1
3	ENSMUSG00000049908	Gja8	-1
3	ENSMUSG00000104766	4930573H18Rik	-1
3	ENSMUSG00000088511	Gm24435	-1
3	ENSMUSG00000028093	Acp6	1
3	ENSMUSG00000038256	Bcl9	-1
3	ENSMUSG00000106536	Gm42508	1
3	ENSMUSG00000051392	Olfr1402	-1
3	ENSMUSG00000028089	Chd1l	-1
3	ENSMUSG00000105004	Gm43075	1
3	ENSMUSG00000028088	Fmo5	1
3	ENSMUSG00000038205	Prkab2	1
3	ENSMUSG00000090441	Gm17651	-1
3	ENSMUSG00000038170	Pde4dip	-1
3	ENSMUSG00000105245	Gm31305	1
3	ENSMUSG00000086557	Gm15999	-1
3	ENSMUSG00000027879	Sec22b	1
3	ENSMUSG00000074388	Gm5544	1
3	ENSMUSG00000027878	Notch2	1
3	ENSMUSG00000105728	Gm42819	1
3	ENSMUSG00000106427	Gm42820	1
3	ENSMUSG00000043468	Adam30	1
3	ENSMUSG00000106486	Gm9771	-1
3	ENSMUSG00000027876	Reg4	1
3	ENSMUSG00000104842	Gm42821	1
3	ENSMUSG00000027875	Hmgcs2	1
3	ENSMUSG00000105909	Gm43189	1
3	ENSMUSG00000053398	Phgdh	-1
3	ENSMUSG00000050064	Zfp697	1
3	ENSMUSG00000090817	Gm4450	-1
3	ENSMUSG00000106107	Gm43190	-1
3	ENSMUSG00000105641	Gm5853	-1
3	ENSMUSG00000062410	Hsd3b3	-1
3	ENSMUSG00000082185	Gm12428	1
3	ENSMUSG00000083577	Gm12432	-1
3	ENSMUSG00000027870	Hao2	-1
3	ENSMUSG00000083888	Gm12441	-1
3	ENSMUSG00000004233	Wars2	1
3	ENSMUSG00000105472	Gm43024	1
3	ENSMUSG00000105798	Gm18982	-1
3	ENSMUSG00000106197	Gm42717	1
3	ENSMUSG00000027868	Tbx15	1
3	ENSMUSG00000080832	M6pr-ps	1
3	ENSMUSG00000064890	Gm22505	-1
3	ENSMUSG00000027867	Spag17	1
3	ENSMUSG00000080754	Rpl36-ps7	1
3	ENSMUSG00000082763	Tra2b-ps	-1
3	ENSMUSG00000033285	Wdr3	-1
3	ENSMUSG00000027865	Gdap2	1
3	ENSMUSG00000081440	Gm12464	1
3	ENSMUSG00000044468	Fam46c	-1
3	ENSMUSG00000104943	Gm42868	1
3	ENSMUSG00000008763	Man1a2	-1
3	ENSMUSG00000105824	Gm43466	-1
3	ENSMUSG00000105137	Gm42869	-1
3	ENSMUSG00000105561	Gm43462	-1
3	ENSMUSG00000106184	Gm43463	-1
3	ENSMUSG00000106227	Gm43464	1
3	ENSMUSG00000051076	Vtcn1	1
3	ENSMUSG00000033233	Trim45	1
3	ENSMUSG00000033222	Ttf2	-1
3	ENSMUSG00000082000	Gm12488	1
3	ENSMUSG00000086564	Cd101	-1
3	ENSMUSG00000027864	Ptgfrn	-1
3	ENSMUSG00000105717	Gm43465	-1
3	ENSMUSG00000082415	Gm12486	-1
3	ENSMUSG00000083546	Tpt1-ps1	1
3	ENSMUSG00000081569	Gm12490	1
3	ENSMUSG00000027863	Cd2	-1
3	ENSMUSG00000072381	Gm10355	-1
3	ENSMUSG00000106316	Gm43467	1
3	ENSMUSG00000042035	Igsf3	1
3	ENSMUSG00000104639	Gm42939	1
3	ENSMUSG00000105611	Gm42938	1
3	ENSMUSG00000106137	Gm42538	-1
3	ENSMUSG00000033161	Atp1a1	-1
3	ENSMUSG00000104737	Gm42937	-1
3	ENSMUSG00000104693	Gm42941	-1
3	ENSMUSG00000106070	Gm43135	1
3	ENSMUSG00000105642	Gm43134	1
3	ENSMUSG00000044313	Mab21l3	-1
3	ENSMUSG00000033147	Slc22a15	-1
3	ENSMUSG00000048540	Nhlh2	1
3	ENSMUSG00000105346	Gm18894	1
3	ENSMUSG00000027861	Casq2	1
3	ENSMUSG00000105342	Gm43244	1
3	ENSMUSG00000106296	4632404M16Rik	1
3	ENSMUSG00000027860	Vangl1	-1
3	ENSMUSG00000089916	Gm16160	1
3	ENSMUSG00000105151	Gm43241	1
3	ENSMUSG00000105966	Gm43242	1
3	ENSMUSG00000106459	Gm43245	-1
3	ENSMUSG00000027859	Ngf	1
3	ENSMUSG00000106121	Gm42679	1
3	ENSMUSG00000104619	Gm42678	1
3	ENSMUSG00000104685	Gm19202	-1
3	ENSMUSG00000105498	Gm42677	-1
3	ENSMUSG00000086745	Tspan2os	-1
3	ENSMUSG00000027858	Tspan2	1
3	ENSMUSG00000027857	Tshb	-1
3	ENSMUSG00000105855	Gm42681	-1
3	ENSMUSG00000027855	Sycp1	-1
3	ENSMUSG00000105672	Gm42816	1
3	ENSMUSG00000106545	Gm33952	1
3	ENSMUSG00000105938	Gm33866	1
3	ENSMUSG00000048938	Nr1h5	-1
3	ENSMUSG00000065708	Gm22826	-1
3	ENSMUSG00000027854	Sike1	1
3	ENSMUSG00000068823	Csde1	1
3	ENSMUSG00000027852	Nras	1
3	ENSMUSG00000104671	Gm43062	1
3	ENSMUSG00000070385	Ampd1	1
3	ENSMUSG00000089075	Gm23820	1
3	ENSMUSG00000105731	Gm43063	1
3	ENSMUSG00000007379	Dennd2c	1
3	ENSMUSG00000005687	Bcas2	1
3	ENSMUSG00000054379	2410024N13Rik	-1
3	ENSMUSG00000104976	Gm43060	-1
3	ENSMUSG00000033014	Trim33	1
3	ENSMUSG00000104925	Gm43061	1
3	ENSMUSG00000065789	Gm25869	1
3	ENSMUSG00000027849	Syt6	1
3	ENSMUSG00000104764	Gm43066	1
3	ENSMUSG00000087119	Atg4a-ps	-1
3	ENSMUSG00000081910	Gm15986	1
3	ENSMUSG00000027848	Olfml3	-1
3	ENSMUSG00000008730	Hipk1	-1
3	ENSMUSG00000105229	Gm43149	-1
3	ENSMUSG00000085754	Gm15886	1
3	ENSMUSG00000104874	Gm43387	-1
3	ENSMUSG00000027845	Dclre1b	-1
3	ENSMUSG00000084997	Gm15471	1
3	ENSMUSG00000032952	Ap4b1	1
3	ENSMUSG00000105053	Gm43064	1
3	ENSMUSG00000044165	Bcl2l15	1
3	ENSMUSG00000027843	Ptpn22	1
3	ENSMUSG00000084760	Gm15472	1
3	ENSMUSG00000105986	Gm43065	1
3	ENSMUSG00000083630	Gm15602	-1
3	ENSMUSG00000044098	Rsbn1	1
3	ENSMUSG00000089998	Phtf1os	-1
3	ENSMUSG00000058388	Phtf1	1
3	ENSMUSG00000052539	Magi3	-1
3	ENSMUSG00000104721	Gm42696	-1
3	ENSMUSG00000106371	9530097N15Rik	-1
3	ENSMUSG00000105148	Gm42700	-1
3	ENSMUSG00000105083	Gm42699	-1
3	ENSMUSG00000106443	Gm42702	-1
3	ENSMUSG00000104583	Gm42701	-1
3	ENSMUSG00000105846	Gm43258	-1
3	ENSMUSG00000106063	C030032O16Rik	-1
3	ENSMUSG00000106432	Gm43259	-1
3	ENSMUSG00000105933	Gm43260	-1
3	ENSMUSG00000105818	Gm43256	-1
3	ENSMUSG00000022187	Gm5546	-1
3	ENSMUSG00000032913	Lrig2	-1
3	ENSMUSG00000104768	Gm38412	1
3	ENSMUSG00000106453	Gm9273	-1
3	ENSMUSG00000105304	Gm43696	-1
3	ENSMUSG00000104973	A530041M06Rik	-1
3	ENSMUSG00000105659	4930509H03Rik	-1
3	ENSMUSG00000106565	Gm43582	-1
3	ENSMUSG00000032902	Slc16a1	1
3	ENSMUSG00000105199	Gm43581	1
3	ENSMUSG00000106287	Gm43585	1
3	ENSMUSG00000100188	Gm29561	-1
3	ENSMUSG00000101641	Gm29560	-1
3	ENSMUSG00000089999	Gm6485	-1
3	ENSMUSG00000105195	Gm43584	-1
3	ENSMUSG00000055865	Fam19a3	-1
3	ENSMUSG00000002228	Ppm1j	1
3	ENSMUSG00000002233	Rhoc	1
3	ENSMUSG00000002227	Mov10	-1
3	ENSMUSG00000070372	Capza1	-1
3	ENSMUSG00000106251	Gm42658	-1
3	ENSMUSG00000105655	Gm42659	-1
3	ENSMUSG00000045576	St7l	1
3	ENSMUSG00000106105	Gm4525	-1
3	ENSMUSG00000027840	Wnt2b	-1
3	ENSMUSG00000105925	Gm43846	-1
3	ENSMUSG00000105355	Gm40117	1
3	ENSMUSG00000062127	Cttnbp2nl	-1
3	ENSMUSG00000040896	Kcnd3	1
3	ENSMUSG00000105753	Gm43847	1
3	ENSMUSG00000027905	Ddx20	-1
3	ENSMUSG00000048458	Fam212b	1
3	ENSMUSG00000106317	Gm43848	-1
3	ENSMUSG00000068798	Rap1a	-1
3	ENSMUSG00000105677	Gm43328	-1
3	ENSMUSG00000105842	Gm43329	-1
3	ENSMUSG00000106341	Gm43330	-1
3	ENSMUSG00000104910	Gm43331	-1
3	ENSMUSG00000000562	Adora3	1
3	ENSMUSG00000074344	Tmigd3	1
3	ENSMUSG00000074342	I830077J02Rik	-1
3	ENSMUSG00000000563	Atp5f1	-1
3	ENSMUSG00000000561	Wdr77	1
3	ENSMUSG00000105852	Gm42890	1
3	ENSMUSG00000074340	Ovgp1	1
3	ENSMUSG00000010136	Pifo	-1
3	ENSMUSG00000106093	Gm42722	1
3	ENSMUSG00000104592	Gm42721	-1
3	ENSMUSG00000043873	Chil5	-1
3	ENSMUSG00000092072	Gm4540	1
3	ENSMUSG00000105277	Gm9504	-1
3	ENSMUSG00000105051	Gm4248	1
3	ENSMUSG00000062778	Chia1	1
3	ENSMUSG00000106373	Gm6522	1
3	ENSMUSG00000027902	Chil6	-1
3	ENSMUSG00000091575	2010016I18Rik	-1
3	ENSMUSG00000027901	Dennd2d	1
3	ENSMUSG00000040774	Cept1	-1
3	ENSMUSG00000027900	Dram2	1
3	ENSMUSG00000106592	Gm43070	-1
3	ENSMUSG00000105272	Gm43071	1
3	ENSMUSG00000056260	Lrif1	1
3	ENSMUSG00000102780	Gm38253	1
3	ENSMUSG00000043529	Olfr266	-1
3	ENSMUSG00000105102	Gm35507	-1
3	ENSMUSG00000098108	Gm27008	-1
3	ENSMUSG00000047959	Kcna3	1
3	ENSMUSG00000056145	AI504432	1
3	ENSMUSG00000050179	A930002I21Rik	1
3	ENSMUSG00000040724	Kcna2	1
3	ENSMUSG00000042861	Kcna10	1
3	ENSMUSG00000046213	Cym	-1
3	ENSMUSG00000070368	Prok1	-1
3	ENSMUSG00000087260	Lamtor5	1
3	ENSMUSG00000027896	Slc16a4	1
3	ENSMUSG00000048109	Rbm15	-1
3	ENSMUSG00000027895	Kcnc4	-1
3	ENSMUSG00000027894	Slc6a17	-1
3	ENSMUSG00000055891	Ubl4b	-1
3	ENSMUSG00000014603	Alx3	1
3	ENSMUSG00000014601	Strip1	-1
3	ENSMUSG00000027893	Ahcyl1	-1
3	ENSMUSG00000014599	Csf1	-1
3	ENSMUSG00000106531	Gm43233	1
3	ENSMUSG00000106426	Gm36211	-1
3	ENSMUSG00000105944	Gm5075	-1
3	ENSMUSG00000106359	4930554G22Rik	1
3	ENSMUSG00000040600	Eps8l3	1
3	ENSMUSG00000105456	Gm43745	1
3	ENSMUSG00000086968	4933431E20Rik	-1
3	ENSMUSG00000004032	Gstm5	1
3	ENSMUSG00000004035	Gstm7	-1
3	ENSMUSG00000068762	Gstm6	-1
3	ENSMUSG00000089664	Gm12494	-1
3	ENSMUSG00000004038	Gstm3	-1
3	ENSMUSG00000049231	Gm12497	1
3	ENSMUSG00000040562	Gstm2	-1
3	ENSMUSG00000106614	Gm43746	-1
3	ENSMUSG00000058135	Gstm1	-1
3	ENSMUSG00000083627	Gm12502	1
3	ENSMUSG00000064569	Gm25592	1
3	ENSMUSG00000027890	Gstm4	-1
3	ENSMUSG00000027889	Ampd2	-1
3	ENSMUSG00000056411	Gm12500	1
3	ENSMUSG00000009108	Gnat2	1
3	ENSMUSG00000000001	Gnai3	-1
3	ENSMUSG00000046793	Gpr61	-1
3	ENSMUSG00000085318	Gm12524	1
3	ENSMUSG00000050947	Amigo1	1
3	ENSMUSG00000048796	Cyb561d1	-1
3	ENSMUSG00000048997	Atxn7l2	-1
3	ENSMUSG00000027887	Sypl2	-1
3	ENSMUSG00000105961	Gm40123	1
3	ENSMUSG00000083462	Gm12501	-1
3	ENSMUSG00000085102	1700010K24Rik	-1
3	ENSMUSG00000068749	Psma5	1
3	ENSMUSG00000068747	Sort1	1
3	ENSMUSG00000105358	Gm43099	1
3	ENSMUSG00000078601	Gm12525	1
3	ENSMUSG00000068745	Mybphl	1
3	ENSMUSG00000074281	Gm12522	-1
3	ENSMUSG00000068744	Psrc1	1
3	ENSMUSG00000068740	Celsr2	-1
3	ENSMUSG00000068739	Sars	-1
3	ENSMUSG00000106101	Gm43438	-1
3	ENSMUSG00000040412	5330417C22Rik	-1
3	ENSMUSG00000103761	Gm37859	-1
3	ENSMUSG00000027886	1700013F07Rik	1
3	ENSMUSG00000088185	Scarna2	-1
3	ENSMUSG00000105810	Gm43435	1
3	ENSMUSG00000068732	Tmem167b	-1
3	ENSMUSG00000048100	Taf13	1
3	ENSMUSG00000040389	Wdr47	1
3	ENSMUSG00000081499	Gm12517	-1
3	ENSMUSG00000027884	Clcc1	1
3	ENSMUSG00000027883	Gpsm2	-1
3	ENSMUSG00000049565	Aknad1	1
3	ENSMUSG00000027882	Stxbp3	-1
3	ENSMUSG00000045326	Fndc7	-1
3	ENSMUSG00000105175	Gm43097	1
3	ENSMUSG00000027881	Prpf38b	-1
3	ENSMUSG00000045662	Henmt1	1
3	ENSMUSG00000051638	Gm9857	-1
3	ENSMUSG00000040339	Fam102b	-1
3	ENSMUSG00000106108	Gm43221	1
3	ENSMUSG00000105139	Gm19391	-1
3	ENSMUSG00000040322	Slc25a24	1
3	ENSMUSG00000033721	Vav3	1
3	ENSMUSG00000059857	Ntng1	-1
3	ENSMUSG00000065872	Gm25681	1
3	ENSMUSG00000082624	Gm12535	1
3	ENSMUSG00000105639	Gm42516	-1
3	ENSMUSG00000049300	Prmt6	-1
3	ENSMUSG00000105509	C130013H08Rik	1
3	ENSMUSG00000104944	Gm43405	-1
3	ENSMUSG00000105859	Gm19185	1
3	ENSMUSG00000105121	Gm43406	-1
3	ENSMUSG00000077253	Gm26076	-1
3	ENSMUSG00000106100	Gm9314	-1
3	ENSMUSG00000105882	Gm42905	1
3	ENSMUSG00000104711	Gm43854	-1
3	ENSMUSG00000105077	Gm4859	1
3	ENSMUSG00000105073	Gm9317	-1
3	ENSMUSG00000105785	Gm42526	1
3	ENSMUSG00000106666	Gm43587	-1
3	ENSMUSG00000105588	Utp14b-ps1	1
3	ENSMUSG00000045952	Gm5548	-1
3	ENSMUSG00000083079	Amy2b	-1
3	ENSMUSG00000074264	Amy1	-1
3	ENSMUSG00000027981	Rnpc3	-1
3	ENSMUSG00000027966	Col11a1	1
3	ENSMUSG00000027965	Olfm3	1
3	ENSMUSG00000105829	Gm43669	1
3	ENSMUSG00000045092	S1pr1	-1
3	ENSMUSG00000052769	Gm9889	1
3	ENSMUSG00000054426	A930005H10Rik	-1
3	ENSMUSG00000033554	Dph5	1
3	ENSMUSG00000054414	Slc30a7	-1
3	ENSMUSG00000104723	Gm43106	1
3	ENSMUSG00000105645	Gm6649	1
3	ENSMUSG00000027963	Extl2	1
3	ENSMUSG00000027962	Vcam1	-1
3	ENSMUSG00000097362	Gm26544	1
3	ENSMUSG00000068696	Gpr88	-1
3	ENSMUSG00000033502	Cdc14a	-1
3	ENSMUSG00000106005	Gm29151	1
3	ENSMUSG00000000339	Rtca	-1
3	ENSMUSG00000097737	Gm26530	1
3	ENSMUSG00000000340	Dbt	1
3	ENSMUSG00000082394	Gm4596	-1
3	ENSMUSG00000105992	Gm43651	1
3	ENSMUSG00000034437	Gm9761	-1
3	ENSMUSG00000027961	Lrrc39	1
3	ENSMUSG00000106025	Gm42940	-1
3	ENSMUSG00000033439	Trmt13	-1
3	ENSMUSG00000027959	Sass6	1
3	ENSMUSG00000106415	Gm42893	-1
3	ENSMUSG00000089911	Mfsd14a	-1
3	ENSMUSG00000105339	Gm42457	1
3	ENSMUSG00000027957	Slc35a3	-1
3	ENSMUSG00000033400	Agl	-1
3	ENSMUSG00000105250	Gm29736	1
3	ENSMUSG00000033386	Frrs1	1
3	ENSMUSG00000033377	Palmd	-1
3	ENSMUSG00000106073	Gm42892	-1
3	ENSMUSG00000080907	4930455H04Rik	1
3	ENSMUSG00000105221	Gm9332	-1
3	ENSMUSG00000028009	1700061I17Rik	-1
3	ENSMUSG00000106314	Gm9632	1
3	ENSMUSG00000105914	Gm19243	-1
3	ENSMUSG00000044667	Plppr4	-1
3	ENSMUSG00000033342	Plppr5	1
3	ENSMUSG00000028007	Snx7	-1
3	ENSMUSG00000104678	Gm4321	-1
3	ENSMUSG00000097311	Gm26871	1
3	ENSMUSG00000104362	Gm37928	1
3	ENSMUSG00000033308	Dpyd	1
3	ENSMUSG00000106037	Gm4332	1
3	ENSMUSG00000028134	Ptbp2	-1
3	ENSMUSG00000105572	Gm43300	-1
3	ENSMUSG00000106099	Gm42664	-1
3	ENSMUSG00000106075	Gm42804	1
3	ENSMUSG00000096196	Gm26137	1
3	ENSMUSG00000104726	Gm18384	1
3	ENSMUSG00000098097	6530403H02Rik	-1
3	ENSMUSG00000105243	Gm43444	-1
3	ENSMUSG00000028133	Rwdd3	-1
3	ENSMUSG00000106329	Gm10652	1
3	ENSMUSG00000098042	Gm5710	-1
3	ENSMUSG00000028132	Tmem56	-1
3	ENSMUSG00000106619	Gm9353	-1
3	ENSMUSG00000104902	Gm30517	1
3	ENSMUSG00000039887	Alg14	1
3	ENSMUSG00000106455	Gm5711	-1
3	ENSMUSG00000105813	Gm42928	-1
3	ENSMUSG00000053931	Cnn3	1
3	ENSMUSG00000106022	Gm42929	1
3	ENSMUSG00000039865	Slc44a3	-1
3	ENSMUSG00000097124	A530020G20Rik	1
3	ENSMUSG00000044522	A730020M07Rik	-1
3	ENSMUSG00000106036	Gm43608	-1
3	ENSMUSG00000105767	Gm43607	-1
3	ENSMUSG00000106224	Gm43823	-1
3	ENSMUSG00000028128	F3	1
3	ENSMUSG00000104676	Gm42777	-1
3	ENSMUSG00000028127	Abcd3	-1
3	ENSMUSG00000106087	Gm43609	-1
3	ENSMUSG00000105597	4633401B06Rik	-1
3	ENSMUSG00000105889	Gm42776	-1
3	ENSMUSG00000039831	Arhgap29	1
3	ENSMUSG00000104869	Gm42544	1
3	ENSMUSG00000028125	Abca4	1
3	ENSMUSG00000104887	Gm43158	-1
3	ENSMUSG00000105351	Gm43157	-1
3	ENSMUSG00000104799	Gm9361	-1
3	ENSMUSG00000078592	Gm4609	-1
3	ENSMUSG00000092934	Gm22903	-1
3	ENSMUSG00000028124	Gclm	1
3	ENSMUSG00000057359	Gm17494	-1
3	ENSMUSG00000093392	Gm6061	1
3	ENSMUSG00000039756	Dnttip2	1
3	ENSMUSG00000028121	Bcar3	1
3	ENSMUSG00000104554	Gm4610	-1
3	ENSMUSG00000104574	Gm42836	-1
3	ENSMUSG00000087743	Gm25153	1
3	ENSMUSG00000039735	Fnbp1l	-1
3	ENSMUSG00000106194	Gm43569	1
3	ENSMUSG00000106364	Gm42994	-1
3	ENSMUSG00000106365	Gm43568	-1
3	ENSMUSG00000106562	Gm5981	-1
3	ENSMUSG00000053965	Pde5a	1
3	ENSMUSG00000106583	4930447N08Rik	-1
3	ENSMUSG00000106059	Gm9364	1
3	ENSMUSG00000097852	4933405D12Rik	-1
3	ENSMUSG00000023057	Fabp2	1
3	ENSMUSG00000078590	Gm10959	-1
3	ENSMUSG00000054091	1810037I17Rik	1
3	ENSMUSG00000039701	Usp53	-1
3	ENSMUSG00000105478	Gm43285	1
3	ENSMUSG00000028116	Myoz2	-1
3	ENSMUSG00000050315	Synpo2	-1
3	ENSMUSG00000106012	Gm43744	1
3	ENSMUSG00000105562	Gm43287	-1
3	ENSMUSG00000106220	Gm43288	-1
3	ENSMUSG00000106490	Gm43283	-1
3	ENSMUSG00000039234	Sec24d	1
3	ENSMUSG00000028114	Mettl14	-1
3	ENSMUSG00000105784	Gm35065	-1
3	ENSMUSG00000027978	Prss12	1
3	ENSMUSG00000104960	Snhg8	-1
3	ENSMUSG00000104670	Gm9369	-1
3	ENSMUSG00000027977	Ndst3	-1
3	ENSMUSG00000104860	Gm42510	-1
3	ENSMUSG00000080842	Gm15400	1
3	ENSMUSG00000081939	Gm15399	-1
3	ENSMUSG00000090474	Gm9372	1
3	ENSMUSG00000044528	Tram1l1	1
3	ENSMUSG00000096544	Gm4617	1
3	ENSMUSG00000027973	1700006A11Rik	-1
3	ENSMUSG00000106009	Gm9379	-1
3	ENSMUSG00000106423	Gm42825	1
3	ENSMUSG00000098033	Gm9381	-1
3	ENSMUSG00000106001	Gm42826	-1
3	ENSMUSG00000027971	Ndst4	1
3	ENSMUSG00000032854	Ugt8a	-1
3	ENSMUSG00000106503	Gm42827	1
3	ENSMUSG00000106094	Gm18916	1
3	ENSMUSG00000046561	Arsj	1
3	ENSMUSG00000090427	Gm17225	-1
3	ENSMUSG00000105695	Gm43327	1
3	ENSMUSG00000105233	Gm20568	1
3	ENSMUSG00000053819	Camk2d	1
3	ENSMUSG00000106475	Gm43011	1
3	ENSMUSG00000104571	Gm43010	1
3	ENSMUSG00000105586	Gm43009	1
3	ENSMUSG00000105774	Gm43006	1
3	ENSMUSG00000104906	Gm43005	1
3	ENSMUSG00000105378	Gm42515	1
3	ENSMUSG00000105553	Gm42514	1
3	ENSMUSG00000032826	Ank2	-1
3	ENSMUSG00000105469	A930036I15Rik	-1
3	ENSMUSG00000105939	Gm43322	-1
3	ENSMUSG00000105119	Gm43765	-1
3	ENSMUSG00000105322	Gm43751	-1
3	ENSMUSG00000104963	Gm42974	-1
3	ENSMUSG00000097456	Gm16958	1
3	ENSMUSG00000105202	C230031I18Rik	-1
3	ENSMUSG00000105733	Gm42973	-1
3	ENSMUSG00000105445	Gm42972	-1
3	ENSMUSG00000105568	Gm42971	-1
3	ENSMUSG00000106446	Gm42970	-1
3	ENSMUSG00000105822	Gm42969	-1
3	ENSMUSG00000106369	Gm43355	-1
3	ENSMUSG00000105969	Gm42525	-1
3	ENSMUSG00000105116	Gm44494	1
3	ENSMUSG00000104957	Gm43354	1
3	ENSMUSG00000027968	Larp7	-1
3	ENSMUSG00000076252	Mir302b	1
3	ENSMUSG00000065482	Mir302c	1
3	ENSMUSG00000065552	Mir302a	1
3	ENSMUSG00000065447	Mir302d	1
3	ENSMUSG00000065413	Mir367	1
3	ENSMUSG00000051278	Zgrf1	1
3	ENSMUSG00000105104	Gm43729	-1
3	ENSMUSG00000027967	Neurog2	1
3	ENSMUSG00000028028	Alpk1	-1
3	ENSMUSG00000089988	Gm16238	-1
3	ENSMUSG00000105701	Gm42587	-1
3	ENSMUSG00000046688	Tifa	1
3	ENSMUSG00000074238	Ap1ar	-1
3	ENSMUSG00000105804	Gm43654	-1
3	ENSMUSG00000105447	Gm43653	1
3	ENSMUSG00000105008	Gm43652	-1
3	ENSMUSG00000074237	Gm10650	1
3	ENSMUSG00000105816	D030025E07Rik	-1
3	ENSMUSG00000106119	Gm43656	-1
